171	36|35|5|35|36	1|1|1|1|1
172	36|36|5|36|24	1|1|1|1|1
173	36|35|5|36|12	1|1|1|1|1
174	35|35|5|35|36	1|1|1|1|1
175	35|35|5|35|12	1|1|1|1|1
176	36|35|5|36|30	1|1|1|1|1
177	36|36|5|35|6	1|1|1|1|1
178	36|35|5|35|30	1|1|1|1|1
179	36|35|5|35|6	1|1|1|1|1
180	35|35|6|36|6	1|1|1|1|1
181	6|5|12|5|36	1|1|1|1|1
182	6|5|12|6|30	1|1|1|1|1
183	5|6|12|6|6	1|1|1|1|1
184	6|5|11|5|6	1|1|1|1|1
185	6|6|12|6|24	1|1|1|1|1
186	6|5|12|6|24	1|1|1|1|1
187	5|5|11|6|24	1|1|1|1|1
188	6|5|11|5|18	1|1|1|1|1
189	6|6|12|6|30	1|1|1|1|1
190	5|6|11|6|12	1|1|1|1|1
191	11|11|17|11|6	1|1|1|1|1
192	12|11|17|12|24	1|1|1|1|1
193	11|12|17|11|18	1|1|1|1|1
194	12|11|17|12|6	1|1|1|1|1
195	11|12|17|11|24	1|1|1|1|1
196	11|11|17|12|24	1|1|1|1|1
197	12|12|17|12|18	1|1|1|1|1
198	11|12|18|12|30	1|1|1|1|1
199	11|12|18|12|12	1|1|1|1|1
200	12|11|18|11|30	1|1|1|1|1
201	17|17|23|18|18	1|1|1|1|1
202	18|17|24|18|36	1|1|1|1|1
203	17|17|23|18|36	1|1|1|1|1
204	18|18|24|18|30	1|1|1|1|1
205	17|17|23|17|24	1|1|1|1|1
206	18|17|23|18|24	1|1|1|1|1
207	18|17|23|18|12	1|1|1|1|1
208	17|18|23|18|6	1|1|1|1|1
209	18|18|23|17|36	1|1|1|1|1
210	17|17|24|18|12	1|1|1|1|1
211	24|24|29|24|18	1|1|1|1|1
212	24|23|30|23|6	1|1|1|1|1
213	23|24|29|24|12	1|1|1|1|1
214	24|23|30|23|36	1|1|1|1|1
215	24|24|30|23|18	1|1|1|1|1
216	24|23|30|24|36	1|1|1|1|1
217	23|24|29|24|6	1|1|1|1|1
218	23|23|30|23|6	1|1|1|1|1
219	24|24|30|24|18	1|1|1|1|1
220	24|23|29|23|36	1|1|1|1|1
221	30|29|35|30|6	1|1|1|1|1
222	29|30|35|30|12	1|1|1|1|1
223	30|29|36|29|24	1|1|1|1|1
224	30|29|36|29|18	1|1|1|1|1
225	29|29|36|29|18	1|1|1|1|1
226	29|29|35|29|12	1|1|1|1|1
227	29|30|36|29|6	1|1|1|1|1
228	30|30|35|30|12	1|1|1|1|1
229	30|29|35|30|6	1|1|1|1|1
230	30|30|35|30|6	1|1|1|1|1
231	36|36|5|36|18	1|1|1|1|1
232	35|36|6|35|24	1|1|1|1|1
233	35|35|6|35|18	1|1|1|1|1
234	35|36|6|36|30	1|1|1|1|1
235	35|36|6|35|24	1|1|1|1|1
236	36|36|6|35|12	1|1|1|1|1
237	35|35|5|35|6	1|1|1|1|1
238	35|36|5|35|30	1|1|1|1|1
239	36|36|5|36|18	1|1|1|1|1
240	36|36|5|36|30	1|1|1|1|1
241	6|6|11|5|24	1|1|1|1|1
242	5|5|11|6|18	1|1|1|1|1
243	5|5|12|5|12	1|1|1|1|1
244	6|5|12|6|36	1|1|1|1|1
245	6|6|11|5|24	1|1|1|1|1
246	6|5|11|5|24	1|1|1|1|1
247	6|6|11|6|24	1|1|1|1|1
248	6|6|12|6|6	1|1|1|1|1
249	5|6|11|5|18	1|1|1|1|1
250	6|6|12|6|24	1|1|1|1|1
251	11|12|18|12|24	1|1|1|1|1
252	12|12|17|11|12	1|1|1|1|1
253	12|11|18|12|12	1|1|1|1|1
254	12|11|18|12|30	1|1|1|1|1
255	11|12|17|11|24	1|1|1|1|1
256	12|11|18|11|30	1|1|1|1|1
257	12|11|18|11|18	1|1|1|1|1
258	11|11|17|12|24	1|1|1|1|1
259	12|12|17|11|6	1|1|1|1|1
260	11|12|17|12|18	1|1|1|1|1
261	17|18|24|17|12	1|1|1|1|1
262	18|17|24|17|24	1|1|1|1|1
263	18|18|24|17|30	1|1|1|1|1
264	18|18|23|18|36	1|1|1|1|1
265	18|18|23|18|36	1|1|1|1|1
266	18|18|24|17|6	1|1|1|1|1
267	17|17|24|17|18	1|1|1|1|1
268	18|18|24|17|30	1|1|1|1|1
269	17|17|23|18|6	1|1|1|1|1
270	17|17|24|18|18	1|1|1|1|1
271	24|24|29|24|12	1|1|1|1|1
272	24|24|30|24|30	1|1|1|1|1
273	24|24|29|24|30	1|1|1|1|1
274	23|24|30|23|18	1|1|1|1|1
275	23|23|29|24|24	1|1|1|1|1
276	24|23|29|23|18	1|1|1|1|1
277	23|23|30|23|36	1|1|1|1|1
278	23|23|30|23|6	1|1|1|1|1
279	23|23|30|24|30	1|1|1|1|1
280	24|24|30|24|36	1|1|1|1|1
281	30|29|35|29|18	1|1|1|1|1
282	30|29|36|29|36	1|1|1|1|1
283	30|29|35|29|18	1|1|1|1|1
284	29|30|35|29|30	1|1|1|1|1
285	30|30|36|29|18	1|1|1|1|1
286	30|29|36|29|24	1|1|1|1|1
287	29|30|35|30|30	1|1|1|1|1
288	30|29|36|30|12	1|1|1|1|1
289	30|30|35|30|6	1|1|1|1|1
290	30|30|35|30|24	1|1|1|1|1
291	36|35|6|36|24	1|1|1|1|1
292	36|35|6|36|6	1|1|1|1|1
293	35|36|5|35|30	1|1|1|1|1
294	36|36|6|36|24	1|1|1|1|1
295	35|35|6|35|18	1|1|1|1|1
296	35|36|6|36|12	1|1|1|1|1
297	36|35|6|35|12	1|1|1|1|1
298	36|35|6|36|24	1|1|1|1|1
299	35|36|5|35|24	1|1|1|1|1
300	35|36|5|35|24	1|1|1|1|1
301	5|6|11|5|24	1|1|1|1|1
302	5|6|12|6|12	1|1|1|1|1
303	6|5|11|5|18	1|1|1|1|1
304	6|5|12|6|18	1|1|1|1|1
305	6|6|12|6|30	1|1|1|1|1
306	6|5|12|5|30	1|1|1|1|1
307	6|6|12|5|24	1|1|1|1|1
308	6|6|12|5|24	1|1|1|1|1
309	5|5|12|6|18	1|1|1|1|1
310	5|6|11|5|12	1|1|1|1|1
311	12|11|18|12|6	1|1|1|1|1
312	11|11|18|11|12	1|1|1|1|1
313	11|12|17|12|12	1|1|1|1|1
314	12|11|17|12|18	1|1|1|1|1
315	11|12|18|12|6	1|1|1|1|1
316	11|11|18|12|12	1|1|1|1|1
317	11|11|17|11|18	1|1|1|1|1
318	12|11|18|11|18	1|1|1|1|1
319	12|12|18|11|6	1|1|1|1|1
320	11|12|18|11|30	1|1|1|1|1
321	17|17|23|18|24	1|1|1|1|1
322	17|17|23|17|6	1|1|1|1|1
323	17|18|24|18|36	1|1|1|1|1
324	18|17|24|18|18	1|1|1|1|1
325	18|18|23|17|36	1|1|1|1|1
326	18|17|24|18|18	1|1|1|1|1
327	17|18|24|18|36	1|1|1|1|1
328	17|17|23|17|24	1|1|1|1|1
329	17|18|24|18|12	1|1|1|1|1
330	18|18|24|17|30	1|1|1|1|1
331	23|23|29|24|12	1|1|1|1|1
332	23|23|30|24|30	1|1|1|1|1
333	24|23|30|23|36	1|1|1|1|1
334	23|24|30|23|24	1|1|1|1|1
335	23|24|29|23|24	1|1|1|1|1
336	24|23|30|23|30	1|1|1|1|1
337	24|23|30|24|36	1|1|1|1|1
338	24|24|30|23|24	1|1|1|1|1
339	24|24|29|23|36	1|1|1|1|1
340	23|23|29|24|36	1|1|1|1|1
341	30|30|35|30|6	1|1|1|1|1
342	30|29|36|30|12	1|1|1|1|1
343	29|30|36|30|6	1|1|1|1|1
344	30|29|36|30|18	1|1|1|1|1
345	30|30|35|30|24	1|1|1|1|1
346	30|29|35|30|30	1|1|1|1|1
347	30|29|35|30|36	1|1|1|1|1
348	30|29|36|30|36	1|1|1|1|1
349	29|30|35|29|36	1|1|1|1|1
350	29|30|36|29|36	1|1|1|1|1
351	36|35|6|35|24	1|1|1|1|1
352	36|35|5|35|30	1|1|1|1|1
353	35|35|6|36|18	1|1|1|1|1
354	35|36|6|36|12	1|1|1|1|1
355	35|35|6|36|12	1|1|1|1|1
356	36|35|6|36|36	1|1|1|1|1
357	35|35|5|35|24	1|1|1|1|1
358	35|36|5|35|6	1|1|1|1|1
359	36|36|5|36|18	1|1|1|1|1
360	36|35|5|35|12	1|1|1|1|1
361	6|5|12|5|30	1|1|1|1|1
362	6|6|11|6|6	1|1|1|1|1
363	6|5|12|5|18	1|1|1|1|1
364	6|5|11|6|12	1|1|1|1|1
365	5|6|11|6|12	1|1|1|1|1
366	5|5|12|6|18	1|1|1|1|1
367	5|6|12|6|24	1|1|1|1|1
368	5|5|11|5|24	1|1|1|1|1
369	5|6|12|6|36	1|1|1|1|1
370	6|5|12|5|24	1|1|1|1|1
371	11|11|17|12|36	1|1|1|1|1
372	12|11|18|12|6	1|1|1|1|1
373	11|12|17|11|30	1|1|1|1|1
374	11|11|17|12|6	1|1|1|1|1
375	11|11|18|11|24	1|1|1|1|1
376	11|12|17|11|12	1|1|1|1|1
377	11|12|17|12|24	1|1|1|1|1
378	12|12|17|12|30	1|1|1|1|1
379	11|12|18|11|12	1|1|1|1|1
380	12|11|17|12|18	1|1|1|1|1
381	17|18|24|17|12	1|1|1|1|1
382	18|17|24|18|6	1|1|1|1|1
383	17|17|23|17|24	1|1|1|1|1
384	17|17|23|17|6	1|1|1|1|1
385	17|18|24|17|24	1|1|1|1|1
386	17|17|23|17|30	1|1|1|1|1
387	18|18|23|17|24	1|1|1|1|1
388	17|18|23|17|30	1|1|1|1|1
389	17|18|23|18|30	1|1|1|1|1
390	18|17|24|17|36	1|1|1|1|1
391	23|23|29|23|12	1|1|1|1|1
392	24|24|30|23|6	1|1|1|1|1
393	23|24|30|24|24	1|1|1|1|1
394	24|24|30|24|18	1|1|1|1|1
395	24|24|29|24|24	1|1|1|1|1
396	24|23|29|24|24	1|1|1|1|1
397	24|24|29|24|30	1|1|1|1|1
398	24|23|30|23|24	1|1|1|1|1
399	24|24|30|24|6	1|1|1|1|1
400	24|24|30|24|18	1|1|1|1|1
401	29|29|35|30|24	1|1|1|1|1
402	30|29|35|29|24	1|1|1|1|1
403	29|29|36|29|6	1|1|1|1|1
404	30|29|35|30|24	1|1|1|1|1
405	29|29|35|29|6	1|1|1|1|1
406	30|30|35|30|30	1|1|1|1|1
407	29|29|36|30|36	1|1|1|1|1
408	29|30|36|29|12	1|1|1|1|1
409	29|30|35|30|12	1|1|1|1|1
410	30|29|36|29|24	1|1|1|1|1
411	36|35|5|36|6	1|1|1|1|1
412	36|36|5|36|36	1|1|1|1|1
413	36|36|5|36|12	1|1|1|1|1
414	36|36|6|35|18	1|1|1|1|1
415	36|36|6|35|36	1|1|1|1|1
416	35|35|6|36|36	1|1|1|1|1
417	35|35|5|35|30	1|1|1|1|1
418	35|36|5|35|18	1|1|1|1|1
419	35|36|5|36|30	1|1|1|1|1
420	35|35|6|35|6	1|1|1|1|1
421	36|36|5|35|6	1|1|1|1|1
422	36|36|6|35|30	1|1|1|1|1
423	35|35|5|35|24	1|1|1|1|1
424	35|36|6|36|24	1|1|1|1|1
425	35|35|6|36|18	1|1|1|1|1
426	35|36|6|35|24	1|1|1|1|1
427	35|35|5|35|30	1|1|1|1|1
428	36|35|6|35|6	1|1|1|1|1
429	36|36|6|35|36	1|1|1|1|1
430	35|36|5|36|12	1|1|1|1|1
431	36|36|5|36|24	1|1|1|1|1
432	35|35|5|35|12	1|1|1|1|1
433	36|36|6|36|18	1|1|1|1|1
434	35|35|5|36|6	1|1|1|1|1
435	36|35|5|35|18	1|1|1|1|1
436	35|35|5|36|18	1|1|1|1|1
437	36|35|5|36|18	1|1|1|1|1
438	35|35|5|36|6	1|1|1|1|1
439	35|36|6|35|36	1|1|1|1|1
440	35|36|6|36|6	1|1|1|1|1
441	35|36|6|35|30	1|1|1|1|1
442	35|36|5|36|12	1|1|1|1|1
443	35|35|6|35|18	1|1|1|1|1
444	36|36|6|35|12	1|1|1|1|1
445	35|36|5|35|18	1|1|1|1|1
446	36|36|5|36|6	1|1|1|1|1
447	35|36|5|35|18	1|1|1|1|1
448	36|36|5|36|30	1|1|1|1|1
449	36|36|6|36|12	1|1|1|1|1
450	35|35|5|35|18	1|1|1|1|1
451	35|35|5|36|12	1|1|1|1|1
452	36|35|6|36|30	1|1|1|1|1
453	36|36|5|35|24	1|1|1|1|1
454	35|35|6|36|12	1|1|1|1|1
455	36|35|6|35|36	1|1|1|1|1
456	36|35|5|36|12	1|1|1|1|1
457	36|36|5|35|12	1|1|1|1|1
458	36|36|5|35|6	1|1|1|1|1
459	35|35|6|36|24	1|1|1|1|1
460	36|35|5|35|30	1|1|1|1|1
461	36|35|5|35|36	1|1|1|1|1
462	36|35|5|35|30	1|1|1|1|1
463	35|35|5|36|30	1|1|1|1|1
464	36|36|5|35|36	1|1|1|1|1
465	35|35|5|35|24	1|1|1|1|1
466	35|36|5|36|18	1|1|1|1|1
467	36|35|6|36|30	1|1|1|1|1
468	35|35|5|35|36	1|1|1|1|1
469	35|35|6|35|6	1|1|1|1|1
470	36|35|6|35|12	1|1|1|1|1
471	35|36|5|36|24	1|1|1|1|1
472	36|35|6|35|6	1|1|1|1|1
473	36|35|5|36|30	1|1|1|1|1
474	35|36|5|35|6	1|1|1|1|1
475	35|36|5|35|24	1|1|1|1|1
476	36|35|5|36|24	1|1|1|1|1
477	35|35|5|35|6	1|1|1|1|1
478	36|36|5|35|6	1|1|1|1|1
479	35|35|5|36|12	1|1|1|1|1
480	36|36|6|36|24	1|1|1|1|1
481	35|36|5|35|36	1|1|1|1|1
482	36|35|6|36|36	1|1|1|1|1
483	36|35|6|35|36	1|1|1|1|1
484	36|36|6|35|18	1|1|1|1|1
485	35|36|5|35|18	1|1|1|1|1
486	35|36|6|36|30	1|1|1|1|1
487	36|35|5|36|18	1|1|1|1|1
488	35|35|6|36|12	1|1|1|1|1
489	36|35|5|35|18	1|1|1|1|1
490	36|36|6|36|30	1|1|1|1|1
491	35|36|6|36|36	1|1|1|1|1
492	35|36|5|36|6	1|1|1|1|1
493	35|36|5|35|24	1|1|1|1|1
494	35|36|5|35|30	1|1|1|1|1
495	35|35|5|36|12	1|1|1|1|1
496	35|36|5|36|24	1|1|1|1|1
497	35|36|6|35|12	1|1|1|1|1
498	35|36|6|35|18	1|1|1|1|1
499	36|36|5|36|18	1|1|1|1|1
500	36|36|5|36|12	1|1|1|1|1
