210	211	通关第187关	1	187	0	15
211	212	通关第188关	1	188	0	15
212	213	通关第189关	1	189	0	15
213	214	通关第190关	1	190	0	15
214	215	通关第191关	1	191	0	15
215	216	通关第192关	1	192	0	15
216	217	通关第193关	1	193	0	15
217	218	通关第194关	1	194	0	15
218	219	通关第195关	1	195	0	15
219	220	升级属性1次	2	1	0	15
220	221	通关第196关	1	196	0	15
221	222	通关第197关	1	197	0	15
222	223	通关第198关	1	198	0	15
223	224	通关第199关	1	199	0	15
224	225	通关第200关	1	200	0	15
225	226	通关第201关	1	201	0	15
226	227	通关第202关	1	202	0	15
227	228	通关第203关	1	203	0	15
228	229	通关第204关	1	204	0	15
229	230	通关第205关	1	205	0	15
230	231	升级属性1次	2	1	0	15
231	232	通关第206关	1	206	0	15
232	233	通关第207关	1	207	0	15
233	234	通关第208关	1	208	0	15
234	235	通关第209关	1	209	0	15
235	236	通关第210关	1	210	0	15
236	237	通关第211关	1	211	0	15
237	238	通关第212关	1	212	0	15
238	239	通关第213关	1	213	0	15
239	240	通关第214关	1	214	0	15
240	241	通关第215关	1	215	0	15
241	242	升级属性1次	2	1	0	15
242	243	通关第216关	1	216	0	15
243	244	通关第217关	1	217	0	15
244	245	通关第218关	1	218	0	15
245	246	通关第219关	1	219	0	15
246	247	通关第220关	1	220	0	15
247	248	通关第221关	1	221	0	15
248	249	通关第222关	1	222	0	15
249	250	通关第223关	1	223	0	15
250	251	通关第224关	1	224	0	15
251	252	通关第225关	1	225	0	15
252	253	升级属性1次	2	1	0	15
253	254	通关第226关	1	226	0	15
254	255	通关第227关	1	227	0	15
255	256	通关第228关	1	228	0	15
256	257	通关第229关	1	229	0	15
257	258	通关第230关	1	230	0	15
258	259	通关第231关	1	231	0	15
259	260	通关第232关	1	232	0	15
260	261	通关第233关	1	233	0	15
261	262	通关第234关	1	234	0	15
262	263	通关第235关	1	235	0	15
263	264	升级属性1次	2	1	0	15
264	265	通关第236关	1	236	0	15
265	266	通关第237关	1	237	0	15
266	267	通关第238关	1	238	0	15
267	268	通关第239关	1	239	0	15
268	269	通关第240关	1	240	0	15
269	270	通关第241关	1	241	0	15
270	271	通关第242关	1	242	0	15
271	272	通关第243关	1	243	0	15
272	273	通关第244关	1	244	0	15
273	274	通关第245关	1	245	0	15
274	275	升级属性1次	2	1	0	15
275	276	通关第246关	1	246	0	15
276	277	通关第247关	1	247	0	15
277	278	通关第248关	1	248	0	15
278	279	通关第249关	1	249	0	15
279	280	通关第250关	1	250	0	15
280	281	通关第251关	1	251	0	15
281	282	通关第252关	1	252	0	15
282	283	通关第253关	1	253	0	15
283	284	通关第254关	1	254	0	15
284	285	通关第255关	1	255	0	15
285	286	升级属性1次	2	1	0	15
286	287	通关第256关	1	256	0	15
287	288	通关第257关	1	257	0	15
288	289	通关第258关	1	258	0	15
289	290	通关第259关	1	259	0	15
290	291	通关第260关	1	260	0	15
291	292	通关第261关	1	261	0	15
292	293	通关第262关	1	262	0	15
293	294	通关第263关	1	263	0	15
294	295	通关第264关	1	264	0	15
295	296	通关第265关	1	265	0	15
296	297	升级属性1次	2	1	0	15
297	298	通关第266关	1	266	0	15
298	299	通关第267关	1	267	0	15
299	300	通关第268关	1	268	0	15
300	301	通关第269关	1	269	0	15
301	302	通关第270关	1	270	0	15
302	303	通关第271关	1	271	0	15
303	304	通关第272关	1	272	0	15
304	305	通关第273关	1	273	0	15
305	306	通关第274关	1	274	0	15
306	307	通关第275关	1	275	0	15
307	308	升级属性1次	2	1	0	15
308	309	通关第276关	1	276	0	15
309	310	通关第277关	1	277	0	15
310	311	通关第278关	1	278	0	15
311	312	通关第279关	1	279	0	15
312	313	通关第280关	1	280	0	15
313	314	通关第281关	1	281	0	15
314	315	通关第282关	1	282	0	15
315	316	通关第283关	1	283	0	15
316	317	通关第284关	1	284	0	15
317	318	通关第285关	1	285	0	15
318	319	升级属性1次	2	1	0	15
319	320	通关第286关	1	286	0	15
320	321	通关第287关	1	287	0	15
321	322	通关第288关	1	288	0	15
322	323	通关第289关	1	289	0	15
323	324	通关第290关	1	290	0	15
324	325	通关第291关	1	291	0	15
325	326	通关第292关	1	292	0	15
326	327	通关第293关	1	293	0	15
327	328	通关第294关	1	294	0	15
328	329	通关第295关	1	295	0	15
329	330	升级属性1次	2	1	0	15
330	331	通关第296关	1	296	0	15
331	332	通关第297关	1	297	0	15
332	333	通关第298关	1	298	0	15
333	334	通关第299关	1	299	0	15
334	335	通关第300关	1	300	0	15
335	336	通关第301关	1	301	0	15
336	337	通关第302关	1	302	0	15
337	338	通关第303关	1	303	0	15
338	339	通关第304关	1	304	0	15
339	340	通关第305关	1	305	0	15
340	341	升级属性1次	2	1	0	15
341	342	通关第306关	1	306	0	15
342	343	通关第307关	1	307	0	15
343	344	通关第308关	1	308	0	15
344	345	通关第309关	1	309	0	15
345	346	通关第310关	1	310	0	15
346	347	通关第311关	1	311	0	15
347	348	通关第312关	1	312	0	15
348	349	通关第313关	1	313	0	15
349	350	通关第314关	1	314	0	15
350	351	通关第315关	1	315	0	15
351	352	升级属性1次	2	1	0	15
352	353	通关第316关	1	316	0	15
353	354	通关第317关	1	317	0	15
354	355	通关第318关	1	318	0	15
355	356	通关第319关	1	319	0	15
356	357	通关第320关	1	320	0	15
357	358	通关第321关	1	321	0	15
358	359	通关第322关	1	322	0	15
359	360	通关第323关	1	323	0	15
360	361	通关第324关	1	324	0	15
361	362	通关第325关	1	325	0	15
362	363	升级属性1次	2	1	0	15
363	364	通关第326关	1	326	0	15
364	365	通关第327关	1	327	0	15
365	366	通关第328关	1	328	0	15
366	367	通关第329关	1	329	0	15
367	368	通关第330关	1	330	0	15
368	369	通关第331关	1	331	0	15
369	370	通关第332关	1	332	0	15
370	371	通关第333关	1	333	0	15
371	372	通关第334关	1	334	0	15
372	373	通关第335关	1	335	0	15
373	374	升级属性1次	2	1	0	15
374	375	通关第336关	1	336	0	15
375	376	通关第337关	1	337	0	15
376	377	通关第338关	1	338	0	15
377	378	通关第339关	1	339	0	15
378	379	通关第340关	1	340	0	15
379	380	通关第341关	1	341	0	15
380	381	通关第342关	1	342	0	15
381	382	通关第343关	1	343	0	15
382	383	通关第344关	1	344	0	15
383	384	通关第345关	1	345	0	15
384	385	升级属性1次	2	1	0	15
385	386	通关第346关	1	346	0	15
386	387	通关第347关	1	347	0	15
387	388	通关第348关	1	348	0	15
388	389	通关第349关	1	349	0	15
389	390	通关第350关	1	350	0	15
390	391	通关第351关	1	351	0	15
391	392	通关第352关	1	352	0	15
392	393	通关第353关	1	353	0	15
393	394	通关第354关	1	354	0	15
394	395	通关第355关	1	355	0	15
395	396	升级属性1次	2	1	0	15
396	397	通关第356关	1	356	0	15
397	398	通关第357关	1	357	0	15
398	399	通关第358关	1	358	0	15
399	400	通关第359关	1	359	0	15
400	401	通关第360关	1	360	0	15
401	402	通关第361关	1	361	0	15
402	403	通关第362关	1	362	0	15
403	404	通关第363关	1	363	0	15
404	405	通关第364关	1	364	0	15
405	406	通关第365关	1	365	0	15
406	407	升级属性1次	2	1	0	15
407	408	通关第366关	1	366	0	15
408	409	通关第367关	1	367	0	15
409	410	通关第368关	1	368	0	15
410	411	通关第369关	1	369	0	15
411	412	通关第370关	1	370	0	15
412	413	通关第371关	1	371	0	15
413	414	通关第372关	1	372	0	15
414	415	通关第373关	1	373	0	15
415	416	通关第374关	1	374	0	15
416	417	通关第375关	1	375	0	15
417	418	升级属性1次	2	1	0	15
418	419	通关第376关	1	376	0	15
419	420	通关第377关	1	377	0	15
420	421	通关第378关	1	378	0	15
421	422	通关第379关	1	379	0	15
422	423	通关第380关	1	380	0	15
423	424	通关第381关	1	381	0	15
424	425	通关第382关	1	382	0	15
425	426	通关第383关	1	383	0	15
426	427	通关第384关	1	384	0	15
427	428	通关第385关	1	385	0	15
428	429	升级属性1次	2	1	0	15
429	430	通关第386关	1	386	0	15
430	431	通关第387关	1	387	0	15
431	432	通关第388关	1	388	0	15
432	433	通关第389关	1	389	0	15
433	434	通关第390关	1	390	0	15
434	435	通关第391关	1	391	0	15
435	436	通关第392关	1	392	0	15
436	437	通关第393关	1	393	0	15
437	438	通关第394关	1	394	0	15
438	439	通关第395关	1	395	0	15
439	440	升级属性1次	2	1	0	15
440	441	通关第396关	1	396	0	15
441	442	通关第397关	1	397	0	15
442	443	通关第398关	1	398	0	15
443	444	通关第399关	1	399	0	15
444	445	通关第400关	1	400	0	15
445	446	通关第401关	1	401	0	15
446	447	通关第402关	1	402	0	15
447	448	通关第403关	1	403	0	15
448	449	通关第404关	1	404	0	15
449	450	通关第405关	1	405	0	15
450	451	升级属性1次	2	1	0	15
451	452	通关第406关	1	406	0	15
452	453	通关第407关	1	407	0	15
453	454	通关第408关	1	408	0	15
454	455	通关第409关	1	409	0	15
455	456	通关第410关	1	410	0	15
456	457	通关第411关	1	411	0	15
457	458	通关第412关	1	412	0	15
458	459	通关第413关	1	413	0	15
459	460	通关第414关	1	414	0	15
460	461	通关第415关	1	415	0	15
461	462	升级属性1次	2	1	0	15
462	463	通关第416关	1	416	0	15
463	464	通关第417关	1	417	0	15
464	465	通关第418关	1	418	0	15
465	466	通关第419关	1	419	0	15
466	467	通关第420关	1	420	0	15
467	468	通关第421关	1	421	0	15
468	469	通关第422关	1	422	0	15
469	470	通关第423关	1	423	0	15
470	471	通关第424关	1	424	0	15
471	472	通关第425关	1	425	0	15
472	473	升级属性1次	2	1	0	15
473	474	通关第426关	1	426	0	15
474	475	通关第427关	1	427	0	15
475	476	通关第428关	1	428	0	15
476	477	通关第429关	1	429	0	15
477	478	通关第430关	1	430	0	15
478	479	通关第431关	1	431	0	15
479	480	通关第432关	1	432	0	15
480	481	通关第433关	1	433	0	15
481	482	通关第434关	1	434	0	15
482	483	通关第435关	1	435	0	15
483	484	升级属性1次	2	1	0	15
484	485	通关第436关	1	436	0	15
485	486	通关第437关	1	437	0	15
486	487	通关第438关	1	438	0	15
487	488	通关第439关	1	439	0	15
488	489	通关第440关	1	440	0	15
489	490	通关第441关	1	441	0	15
490	491	通关第442关	1	442	0	15
491	492	通关第443关	1	443	0	15
492	493	通关第444关	1	444	0	15
493	494	通关第445关	1	445	0	15
494	495	升级属性1次	2	1	0	15
495	496	通关第446关	1	446	0	15
496	497	通关第447关	1	447	0	15
497	498	通关第448关	1	448	0	15
498	499	通关第449关	1	449	0	15
499	500	通关第450关	1	450	0	15
500	501	通关第451关	1	451	0	15
501	502	通关第452关	1	452	0	15
502	503	通关第453关	1	453	0	15
503	504	通关第454关	1	454	0	15
504	505	通关第455关	1	455	0	15
505	506	升级属性1次	2	1	0	15
506	507	通关第456关	1	456	0	15
507	508	通关第457关	1	457	0	15
508	509	通关第458关	1	458	0	15
509	510	通关第459关	1	459	0	15
510	511	通关第460关	1	460	0	15
511	512	通关第461关	1	461	0	15
512	513	通关第462关	1	462	0	15
513	514	通关第463关	1	463	0	15
514	515	通关第464关	1	464	0	15
515	516	通关第465关	1	465	0	15
516	517	升级属性1次	2	1	0	15
517	518	通关第466关	1	466	0	15
518	519	通关第467关	1	467	0	15
519	520	通关第468关	1	468	0	15
520	521	通关第469关	1	469	0	15
521	522	通关第470关	1	470	0	15
522	523	通关第471关	1	471	0	15
523	524	通关第472关	1	472	0	15
524	525	通关第473关	1	473	0	15
525	526	通关第474关	1	474	0	15
526	527	通关第475关	1	475	0	15
527	528	升级属性1次	2	1	0	15
528	529	通关第476关	1	476	0	15
529	530	通关第477关	1	477	0	15
530	531	通关第478关	1	478	0	15
531	532	通关第479关	1	479	0	15
532	533	通关第480关	1	480	0	15
533	534	通关第481关	1	481	0	15
534	535	通关第482关	1	482	0	15
535	536	通关第483关	1	483	0	15
536	537	通关第484关	1	484	0	15
537	538	通关第485关	1	485	0	15
538	539	升级属性1次	2	1	0	15
539	540	通关第486关	1	486	0	15
540	541	通关第487关	1	487	0	15
541	542	通关第488关	1	488	0	15
542	543	通关第489关	1	489	0	15
543	544	通关第490关	1	490	0	15
544	545	通关第491关	1	491	0	15
545	546	通关第492关	1	492	0	15
546	547	通关第493关	1	493	0	15
547	548	通关第494关	1	494	0	15
548	549	通关第495关	1	495	0	15
549	550	升级属性1次	2	1	0	15
550	551	通关第496关	1	496	0	15
551	552	通关第497关	1	497	0	15
552	553	通关第498关	1	498	0	15
553	554	通关第499关	1	499	0	15
554	0	通关第500关	1	500	0	15
